,State,Region,Station,Date,Year,Month,Day,Volume,Duration,Intensity,Season
245,CT,Northeast,NORFOLK 2 SW,1949-06-17,1949,6,17,1.0,1.0,1.0,Summer
246,CT,Northeast,NORFOLK 2 SW,1949-06-17,1949,6,17,1.0,1.0,1.0,Summer
247,CT,Northeast,NORFOLK 2 SW,1949-06-17,1949,6,17,2.0,1.0,2.0,Summer
248,CT,Northeast,NORFOLK 2 SW,1949-06-17,1949,6,17,1.0,1.0,1.0,Summer
249,CT,Northeast,NORFOLK 2 SW,1949-06-17,1949,6,17,1.0,1.0,1.0,Summer
250,CT,Northeast,NORFOLK 2 SW,1949-06-18,1949,6,18,9.0,3.0,3.0,Summer
251,CT,Northeast,NORFOLK 2 SW,1949-06-20,1949,6,20,41.0,3.0,13.666666666666666,Summer
252,CT,Northeast,NORFOLK 2 SW,1949-06-25,1949,6,25,22.0,5.0,4.4,Summer
253,CT,Northeast,NORFOLK 2 SW,1949-07-04,1949,7,4,18.0,4.0,4.5,Summer
254,CT,Northeast,NORFOLK 2 SW,1949-07-10,1949,7,10,65.0,10.0,6.5,Summer
255,CT,Northeast,NORFOLK 2 SW,1949-07-12,1949,7,12,20.0,4.0,5.0,Summer
256,CT,Northeast,NORFOLK 2 SW,1949-07-13,1949,7,13,47.0,4.0,11.75,Summer
257,CT,Northeast,NORFOLK 2 SW,1949-07-15,1949,7,15,12.0,3.0,4.0,Summer
258,CT,Northeast,NORFOLK 2 SW,1949-07-17,1949,7,17,3.0,2.0,1.5,Summer
259,CT,Northeast,NORFOLK 2 SW,1949-07-17,1949,7,17,1.0,1.0,1.0,Summer
260,CT,Northeast,NORFOLK 2 SW,1949-07-18,1949,7,18,12.0,3.0,4.0,Summer
