STATION,STATION_NAME,DATE,HPCP
COOP:081048,BROOKSVILLE 7 SSW FL US,19910731 18:00,0.50
COOP:081048,BROOKSVILLE 7 SSW FL US,19910731 19:00,0.20
COOP:081048,BROOKSVILLE 7 SSW FL US,19910801 01:00,0.00
COOP:081048,BROOKSVILLE 7 SSW FL US,19910801 02:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910801 04:00,0.60
COOP:081048,BROOKSVILLE 7 SSW FL US,19910801 05:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910801 08:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910801 10:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910801 11:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910801 12:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910801 21:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910806 23:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910808 19:00,0.30
COOP:081048,BROOKSVILLE 7 SSW FL US,19910818 10:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910818 12:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910818 14:00,0.30
